restaurant_temp_id,campus_area,center_query,radius_m,kakao_place_id,name,category_name,address,road_address,longitude,latitude,phone,kakao_place_url,distance_m
1,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,824736542,낭만가득한20세기포장마차 수원성대본점,음식점 > 술집 > 실내포장마차,경기 수원시 장안구 율전동 419,경기 수원시 장안구 서부로 2095,126.96992964303807,37.29604429864224,,http://place.map.kakao.com/824736542,66.2
2,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,306868449,소리산전집,음식점 > 한식,경기 수원시 장안구 율전동 433-79,경기 수원시 장안구 서부로 2107,126.97024173476467,37.296853508905876,,http://place.map.kakao.com/306868449,68.2
3,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1279255339,두루정 수원성대점,음식점 > 한식,경기 수원시 장안구 율전동 433-79,경기 수원시 장안구 서부로 2107,126.97011769468571,37.296794910240486,031-293-2007,http://place.map.kakao.com/1279255339,68.7
4,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,762026624,코아김밥,음식점 > 분식,경기 수원시 장안구 율전동 419,경기 수원시 장안구 서부로 2095,126.96993193636601,37.29594969031294,031-278-0351,http://place.map.kakao.com/762026624,71.4
5,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1138868621,김치로우주정복 수원율천점,"음식점 > 한식 > 찌개,전골 > 김치로우주정복",경기 수원시 장안구 율전동 419,경기 수원시 장안구 서부로 2095,126.969823595897,37.2961208598079,,http://place.map.kakao.com/1138868621,71.8
6,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1676208114,최고집 원조 수구레,음식점 > 한식,경기 수원시 장안구 율전동 433-79,경기 수원시 장안구 서부로 2107,126.9700669390792,37.296801204685146,070-8843-4329,http://place.map.kakao.com/1676208114,72.1
7,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,1687006483,돼지게티 율천점,음식점 > 퓨전요리 > 돼지게티,경기 수원시 장안구 율전동 419,경기 수원시 장안구 서부로 2095,126.96989809056896,37.29597671281764,070-4300-1866,http://place.map.kakao.com/1687006483,72.3
8,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,382531552,미,음식점 > 술집,경기 수원시 장안구 율전동 433-79,경기 수원시 장안구 서부로 2107,126.970125563601,37.2968606879374,,http://place.map.kakao.com/382531552,74.2
9,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,24583309,신전떡볶이 수원성대점,음식점 > 분식 > 떡볶이 > 신전떡볶이,경기 수원시 장안구 율전동 433-79,경기 수원시 장안구 서부로 2107,126.97001392490908,37.29681470682283,031-305-1080,http://place.map.kakao.com/24583309,76.3
10,skku_natural_back_gate,성균관대학교 자연과학캠퍼스 후문,300,2064565238,중경마라탕 3호점,음식점 > 중식 > 중국요리,경기 수원시 장안구 율전동 433-68,경기 수원시 장안구 서부로2106번길 10,126.97129631790644,37.29673393142803,031-278-9481,http://place.map.kakao.com/2064565238,77.6
